"V160001","V161126","V161196","V161342","V162034a","V162148"
405435,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405439,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405440,"7. Extremely conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405450,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
405451,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
405459,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405460,"5. Slightly conservative","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
405461,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
405462,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405464,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
405465,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405468,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405471,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405472,"3. Slightly liberal","1. Favor","2. Female","1. Hillary Clinton","2. Oppose"
405474,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
405478,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
405484,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405495,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405497,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405500,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
405508,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405510,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
405513,"4. Moderate, middle of the road","2. Oppose","1. Male","4. Jill Stein","1. Favor"
405523,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405525,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
405531,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
405535,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405536,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405538,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405542,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405554,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
405569,"5. Slightly conservative","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
405570,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405576,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405578,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405579,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
405583,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405593,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405599,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405606,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405607,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
405612,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405619,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
405631,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405633,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405634,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405637,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405638,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405646,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405648,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405651,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405654,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
405655,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
405662,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405664,"2. Liberal","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
405665,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","1. Favor"
405672,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
405673,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405674,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","4. Jill Stein","1. Favor"
405677,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
405679,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405684,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405685,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405688,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405689,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
405691,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405707,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405708,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405711,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405712,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405725,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
405728,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405730,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405735,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405746,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405748,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
405751,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405757,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405759,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","-9. Refused","2. Oppose"
405760,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405763,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405769,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405781,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
405782,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405785,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
405786,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
405789,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405790,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
405792,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
405793,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
405795,"3. Slightly liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
405801,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405813,"5. Slightly conservative","1. Favor","1. Male","4. Jill Stein","3. Neither favor nor oppose"
405816,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405823,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405826,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405827,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405829,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405832,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405840,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405843,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405852,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405863,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405864,"4. Moderate, middle of the road","2. Oppose","1. Male","3. Gary Johnson","1. Favor"
405865,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405872,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405875,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
405877,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
405882,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
405885,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405886,"3. Slightly liberal","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
405887,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405891,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
405895,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405897,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405902,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
405905,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405909,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405911,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405917,"3. Slightly liberal","2. Oppose","2. Female","3. Gary Johnson","1. Favor"
405923,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405931,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
405933,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405935,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405937,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405939,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
405941,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
405952,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
405960,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
405961,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
405965,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
405971,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
405973,"2. Liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
405982,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
405984,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406001,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406002,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
406005,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406013,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406017,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406023,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406030,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406032,"2. Liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
406041,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406042,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406044,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406052,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406058,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406060,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406070,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406073,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
406080,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
406081,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
406082,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406084,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406094,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406096,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406104,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
406105,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406108,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406110,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
406114,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406119,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406133,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406134,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406135,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406141,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406142,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406144,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
406147,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406160,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
406164,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406170,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406174,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406176,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
406203,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406204,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406206,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406212,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406217,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
406218,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406221,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406227,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406234,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406235,"5. Slightly conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
406238,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406239,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
406240,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
406245,"4. Moderate, middle of the road","1. Favor","1. Male","1. Hillary Clinton","2. Oppose"
406249,"6. Conservative","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
406253,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406254,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406257,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406259,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406263,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406264,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406265,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406266,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","3. Gary Johnson","1. Favor"
406275,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406280,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
406302,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406306,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406315,"7. Extremely conservative","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406318,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406320,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406324,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406325,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406336,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406337,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406346,"5. Slightly conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406348,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406353,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406354,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406361,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406375,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","1. Favor"
406376,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406377,"4. Moderate, middle of the road","1. Favor","2. Female","3. Gary Johnson","2. Oppose"
406382,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406384,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406386,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406393,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
406394,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","4. Jill Stein","1. Favor"
406404,"5. Slightly conservative","2. Oppose","1. Male","3. Gary Johnson","1. Favor"
406405,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406410,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406412,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406415,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406420,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
406421,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406425,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406436,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
406454,"4. Moderate, middle of the road","1. Favor","1. Male","3. Gary Johnson","2. Oppose"
406457,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406459,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406465,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406466,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406467,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406469,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406479,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406480,"7. Extremely conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406489,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406492,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406501,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406502,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406506,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406507,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406508,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
406511,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406513,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406519,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406527,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406528,"6. Conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
406530,"2. Liberal","3. Neither favor nor oppose","1. Male","3. Gary Johnson","1. Favor"
406538,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406541,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406542,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406543,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
406544,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406547,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
406550,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406551,"6. Conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406552,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
406554,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
406559,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406563,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
406576,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406585,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406586,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406592,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406596,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
406601,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
406609,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
406610,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406613,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
406616,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
406617,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
406620,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
406621,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406624,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
406635,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406636,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
406637,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","1. Favor"
406638,"6. Conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
406642,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
